132,템포,템포 레귤러,https://post-phinf.pstatic.net/MjAyMTAzMDRfMTgz/MDAxNjE0ODIyMjYwMzQz.8A19ZZxnfJ2IbAeBWTqVq48TRzgNe76rnDQfdyanQ64g.AVYH4xDaeyIb_8NRYmoVNXA65OoV7zmv8DvN8o5F2Gkg.PNG/image.png?type=w1200,"['톨루엔', 'Toluene', '0.995', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.066', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['2-프로판올', 'isopropyl alcohol', '0.938', ['눈 자극', '어지럼증', '졸음']]","['노나날', 'Nonanal', '0.696', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.456', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.531', ['']]","['트리데칸', 'Tridecanen', '0.207', ['']]","['테트라데칸', 'Tetradecanen', '3.167', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.572', ['']]","['n-헥사데칸', 'n-Hexadecane', '11.309', ['']]","['에탄올', 'ethanol', '0.17', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]",,,,,,,,,,,,,,,,,,,,,,,,
133,건강한,건강한 순수한면 탐폰 레귤러,https://post-phinf.pstatic.net/MjAyMTAzMDRfMTE3/MDAxNjE0ODIxOTM5MjY2.kmvjlHqgcA6rHYo_fKNGNEg4olswREud2hBF0dsEIV4g.RG2jBmyz4hNq2FjoheAOGR2UYTVV_-9uK7SKFiOwx5wg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '0.128', ['눈 자극', '어지럼증', '졸음']]","['옥탄', 'octane', '0.054', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.054', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.076', ['']]","['노나날', 'Nonanal', '2.612', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.699', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.022', ['']]","['트리데칸', 'Tridecanen', '0.054', ['']]","['테트라데칸', 'Tetradecanen', '0.207', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.248', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.237', ['']]",,,,,,,,,,,,,,,,,,,,,,,,
134,건강한,건강한 순수한면 탐폰 슈퍼,https://post-phinf.pstatic.net/MjAyMTAzMDNfMzQg/MDAxNjE0NzgxODUwNTMx.PDMj3SzuWDlTwLgY8khNkzlwRiTi1kZM0Z-Ju3yYyBcg.oi6HYH2kSaKRdb4xAPl079n-EHYgTufsR-2xKB2xuIIg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '0.078', ['눈 자극', '어지럼증', '졸음']]","['노나날', 'Nonanal', '2.983', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.798', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['테트라데칸', 'Tetradecanen', '0.139', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.441', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.471', ['']]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,해피문데이,해피문데이 탐폰 레귤러,https://post-phinf.pstatic.net/MjAyMTAzMDNfMjY4/MDAxNjE0NzgxNDM0MTQ5.e1xfP_UXpMlRxvaOuU1qF3FHiz1yqOQfyJdHIYgfCpMg.qI-YdXJL67ORbVPHmVzS8CvkFIvSh9FUTBGxrT6w3Rwg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '3.585', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.056', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['노나날', 'Nonanal', '1.295', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.675', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['테트라데칸', 'Tetradecanen', '0.316', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.315', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.418', ['']]","['에탄올', 'ethanol', '0.55', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '0.22', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,,,,,,,
136,해피문데이,해피문데이 탐폰 슈퍼,https://post-phinf.pstatic.net/MjAyMTAzMDNfNDMg/MDAxNjE0Nzc3NjYwNjg4.TMJZ88-iS57gePmZ43koBFlicFf1hvkfBWYhK-p7GE4g.RYgTG6IOLRaGo3x7d4gKapSyDPwO3Nrpqma4Iw976Wkg.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '0.695', ['눈 자극', '어지럼증', '졸음']]","['운데칸', 'Undecane', '0.11', ['']]","['노나날', 'Nonanal', '2.239', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.881', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['트리데칸', 'Tridecanen', '0.073', ['']]","['테트라데칸', 'Tetradecanen', '0.147', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.514', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.349', ['']]",,,,,,,,,,,,,,,,,,,,,,,,,,,
137,해피문데이,해피문데이 탐폰라이트,https://post-phinf.pstatic.net/MjAyMTAzMDNfMyAg/MDAxNjE0Nzc3Mzg4MDIw._TK1-NH8ZJf4B5LkZKbs0km9rAFUA_O7H6h8DGeUWnwg.12cok8e6UsAAJxOWAugz5YBdXzfzKZgNyTN-xDUaJ10g.PNG/image.png?type=w1200,"['2-프로판올', 'isopropyl alcohol', '1.008', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.039', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['노나날', 'Nonanal', '0.845', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.771', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.052', ['']]","['트리데칸', 'Tridecanen', '0.059', ['']]","['테트라데칸', 'Tetradecanen', '0.105', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.436', ['']]","['n-헥사데칸', 'n-Hexadecane', '0.38', ['']]","['에탄올', 'ethanol', '0.46', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]",,,,,,,,,,,,,,,,,,,,,,,,,
138,Jessa,Jessa FLEXIBEL SCHWARZ,https://post-phinf.pstatic.net/MjAyMTAzMDNfMTY2/MDAxNjE0Nzc2NTkzMjUy.LQULjFULdYR4MGvcBap-9shE7mqOtVGqhnsCI8JHzIgg.XMn9eldVm_Y3IuqMB5vLJUieo-IhSmt2tEKUrtN3D0wg.PNG/image.png?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.233', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['스타이렌', 'Styrene', '9.762', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['벤젠', 'benzene', '0.071', ['피부 자극', '눈 자극', '암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '32.933', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.396', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['헥산', 'Hexane', '0.157', ['피부 자극', '어지럼증', '졸음', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-부타논', '2-Butanone', '0.071', ['눈 자극', '어지럼증', '졸음']]","['4-메틸-2-펜타논', '4-Methyl-2-pentanone', '0.112', ['눈 자극', '호흡기 자극']]","['옥탄', 'octane', '0.208', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '3.925', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['쿠멘', 'Cumene', '0.066', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['프로필벤젠', 'PROPYLBENZENE', '0.091', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['데칸', 'decane', '1.193', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '3.231', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['p-시멘', 'p-Cymene', '0.076', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '수생 생물에 대한 장기적 피해']]","['n-부틸벤젠', 'n-Butylbenzene', '0.03', ['피부 자극', '눈 자극', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '9.667', ['']]","['노나날', 'Nonanal', '1.235', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '1.656', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.081', ['암 유발', '수생 생물에 대한 장기적 피해']]","['(1S)-(-)-알파-피넨', '(1S)-(-)-alpha-Pinene', '0.147', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['(-)-베타-피넨', '(-)-beta-Pinene', '0.03', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['2-에틸톨루엔', '2-Ethyltoluene', '0.076', ['눈 자극', '임신 혹은 태아에 대한 피해 가능성', '수생 생물에 대한 장기적 피해']]","['3-에틸톨루엔', '3-Ethyltoluene', '0.152', ['어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['4-에틸톨루엔', '4-Ethyltoluene', '0.086', ['']]","['1,3,5-트리메틸벤젠', '1,3,5-Trimethylbenzene', '0.061', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['2,4-디메틸펜탄', '2,4-Dimethylpentane', '0.289', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '5.957', ['']]","['트리데칸', 'Tridecanen', '2.275', ['']]","['테트라데칸', 'Tetradecanen', '0.883', ['']]","['n-펜타데칸', 'n-Pentadecane', '2.519', ['']]","['n-헥사데칸', 'n-Hexadecane', '2.077', ['']]","['에탄올', 'ethanol', '0.104', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '0.728', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['1-부탄올', '1-butanol', '0.364', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]"
139,yoni,yoni chemical free protection (panty liner),https://post-phinf.pstatic.net/MjAyMTAzMDNfMTc3/MDAxNjE0Nzc1NzgyMzM0.5rkcVQSegTQ956S_woJe20vJRMGC7FSXtD_TU66eyVQg.4XAn0KpGSuqK8ALaUdGPFh-S395HE5bZKc2OfowzMzwg.PNG/image.png?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.199', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['스타이렌', 'Styrene', '6.151', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['벤젠', 'benzene', '0.069', ['피부 자극', '눈 자극', '암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '10.937', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.168', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['헥산', 'Hexane', '0.038', ['피부 자극', '어지럼증', '졸음', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['2-부타논', '2-Butanone', '0.13', ['눈 자극', '어지럼증', '졸음']]","['노난', 'nonane', '0.061', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['쿠멘', 'Cumene', '0.207', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['프로필벤젠', 'PROPYLBENZENE', '0.054', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '1.523', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.122', ['']]","['노나날', 'Nonanal', '0.275', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.253', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.038', ['암 유발', '수생 생물에 대한 장기적 피해']]","['(1S)-(-)-알파-피넨', '(1S)-(-)-alpha-Pinene', '0.069', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['2-에틸톨루엔', '2-Ethyltoluene', '0.046', ['눈 자극', '임신 혹은 태아에 대한 피해 가능성', '수생 생물에 대한 장기적 피해']]","['3-에틸톨루엔', '3-Ethyltoluene', '0.084', ['어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['4-에틸톨루엔', '4-Ethyltoluene', '0.046', ['']]","['1,3,5-트리메틸벤젠', '1,3,5-Trimethylbenzene', '0.054', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.314', ['']]","['트리데칸', 'Tridecanen', '0.283', ['']]","['테트라데칸', 'Tetradecanen', '1.331', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.482', ['']]","['n-헥사데칸', 'n-Hexadecane', '2.823', ['']]","['에탄올', 'ethanol', '0.475', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '0.792', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,
140,ORGANIC,ORGANIC ULTRA LINERS WITH ORGANIC COTTON,https://post-phinf.pstatic.net/MjAyMTAzMDNfOSAg/MDAxNjE0Nzc1MjYyMTE4.a-bK8cACaYoCRcf5OcuvysxqlgtSzhVdG0Om2mG5f8wg.1hmZxCaITPKqHQVqD6czhcFhJaOCtq3qniqzUauX7tIg.PNG/image.png?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.089', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['스타이렌', 'Styrene', '2.491', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '7.912', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.119', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['쿠멘', 'Cumene', '0.119', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['데칸', ' decane', '0.244', ['']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.831', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.149', ['']]","['노나날', 'Nonanal', '0.569', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '0.507', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['나프탈렌', 'Naphthalene', '0.037', ['암 유발', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '1.027', ['']]","['트리데칸', 'Tridecanen', '0.253', ['']]","['테트라데칸', 'Tetradecanen', '2.882', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.295', ['']]","['n-헥사데칸', 'n-Hexadecane', '2.028', ['']]","['에탄올', 'ethanol', '0.966', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '0.322', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,
141,로리레,로리레 팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDNfMzUg/MDAxNjE0Nzc0Nzk2Nzg5.dQl8sE6vP3f74_gT5N3qkHC9PFod8_2qJw4bXHaIZzUg.wjzbDRHUkP_y7JP3y3pV2YOl8idlBU9wqNcIfQJCyyYg.PNG/image.png?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.11', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['스타이렌', 'Styrene', '3.346', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.183', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['노난', 'nonane', '0.051', ['피부 자극', '호흡기 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]","['쿠멘', 'Cumene', '0.037', ['호흡기 자극', '수생 생물에 대한 장기적 피해']]","['(R)-(+)-리모넨', '(R)-(+)-Limonene', '0.066', ['피부 자극', '알레르기 피부 반응', '수생 생물에 대한 장기적 피해']]","['운데칸', 'Undecane', '0.125', ['']]","['노나날', 'Nonanal', '0.176', ['수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.513', ['']]","['트리데칸', 'Tridecanen', '0.322', ['']]","['테트라데칸', 'Tetradecanen', '3.508', ['']]","['n-펜타데칸', 'n-Pentadecane', '0.183', ['']]","['n-헥사데칸', 'n-Hexadecane', '5.836', ['']]","['에탄올', 'ethanol', '0.291', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['아세톤', 'acetone', '0.727', ['피부 자극', '어지럼증', '졸음', '수생 생물에 대한 장기적 피해']]",,,,,,,,,,,,,,,,,,,,
142,홈플러스,홈플러스 시그니처 나를 위한 건강한 습관 순면 팬티라이너,https://post-phinf.pstatic.net/MjAyMTAzMDNfNDYg/MDAxNjE0Nzc0NDE3MTk1.ops5hcvTOjmHHLlERPRaz8GCwQKKYDwEtpk0SpX1cmEg.pNoa9hWMBJto0yGl1lk2hIAmCDb7tsYNL6JnJN1D6jgg.PNG/image.png?type=w1200,"['에틸벤젠', 'ethylbenzene', '0.627', ['암 유발', '유전적 결함 발생 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['스타이렌', 'Styrene', '0.782', ['피부 자극', '눈 자극', '호흡기 자극', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['톨루엔', 'Toluene', '0.573', ['피부 자극', '눈 자극', '어지럼증', '졸음', '암 유발', '유전적 결함 발생 가능성', '임신 혹은 태아에 대한 피해 가능성', '장기간 또는 반복적으로 노출 시 장기 손상 가능성', '수생 생물에 대한 장기적 피해']]","['(p-, m-, o-)자일렌', 'xylene', '0.469', ['피부 자극', '눈 자극', '호흡기 자극', '수생 생물에 대한 장기적 피해']]","['노나날', 'Nonanal', '2.87', ['수생 생물에 대한 장기적 피해']]","['데카날', 'Decanal', '2.295', ['눈 자극', '수생 생물에 대한 장기적 피해']]","['도데칸', 'Dodecane', '0.313', ['']]","['트리데칸', 'Tridecanen', '0.313', ['']]","['테트라데칸', 'Tetradecanen', '0.782', ['']]","['n-펜타데칸', 'n-Pentadecane', '1.457', ['']]","['n-헥사데칸', 'n-Hexadecane', '5.061', ['']]","['에탄올', 'ethanol', '2.04', ['피부 자극', '눈 자극', '암 유발', '장기간 또는 반복적으로 노출 시 장기 손상 가능성']]","['1-부탄올', '1-butanol', '2.57', ['피부 자극', '눈 자극', '호흡기 자극', '어지럼증', '졸음']]",,,,,,,,,,,,,,,,,,,,,,
